country,city,year,ph,sulphates,chlorides
India,Malapuram,2014,5.740202904,55.04988098,35.39226151
India,Malapuram,2016,2.077623844,2.063366175,87.75426483
India,Malapuram,2017,0,0,0
India,Malapuram,2018,4.79979229,40.08491898,1.115288734
India,Malapuram,2019,12.61539936,77.18161011,0.441190988
India,Malda,2017,8.750079155,88.95732117,0
India,Malda,2018,17.28093147,40.80417252,22.48652267
India,Malda,2019,5.965942383,0.303482056,0.73057735
India,Manali,2011,7.823550224,79.53784943,0
India,Manali,2012,5.20986557,55.13256836,33.65756607
India,Manali,2013,8.915575981,90.63982391,0
India,Manali,2014,10.59734726,87.86266327,0.602355123
India,Manali,2016,11.23586464,65.61520386,7.56224966
India,Manali,2017,3.529590607,46.89651108,47.28005981
India,Manali,2018,9.317492485,16.0620594,44.57669067
India,Manali,2019,7.207538128,62.70853424,28.46134758
India,Mandya,2011,8.927968979,90.76583099,0
India,Mandya,2012,10.42197418,84.46422577,1.752423048
India,Mandya,2013,14.42183399,79.10765076,6.470515251
India,Mandya,2014,4.881509304,35.89032745,1.21307826
India,Mandya,2016,8.574926376,87.17667389,0
India,Mandya,2017,0,0,0
India,Mandya,2018,9.147010803,84.80947113,2.130283117
India,Mandya,2019,0,0,0
India,Mangalore,2010,0,0,0
India,Mangalore,2011,8.954138756,87.13201141,0.220770821
India,Mangalore,2012,8.689178467,75.73130035,0.713670492
India,Mangalore,2013,11.33411789,79.05706787,0.608814418
India,Mangalore,2014,8.418613434,85.58748627,0
India,Mangalore,2016,9.955597878,88.30762482,0.73057735
India,Mangalore,2017,8.771397591,89.17410278,0
India,Mangalore,2018,8.592524529,87.35557556,0
India,Mangalore,2019,8.209162712,83.45813751,0
India,Mangan,2016,8.892343521,90.40365601,7.45E-09
India,Mangan,2017,5.412852287,55.47977448,2.527673483
India,Mangan,2018,0.323365748,3.287438869,0
India,Mangan,2019,20.04950523,52.92601776,13.32972527
India,Mapusa,2012,6.010251999,58.58083344,26.34228516
India,Mapusa,2013,6.015351772,60.74746704,28.19139099
India,Mapusa,2014,5.34388113,50.0295639,41.68900299
India,Mapusa,2016,8.609838486,52.85494995,13.25021172
India,Mapusa,2017,0.020961642,0.30700472,0.539125681
India,Mapusa,2018,5.642118931,47.81712723,41.42030334
India,Mapusa,2019,8.121313095,85.50720978,5.745436192
India,Margao,2011,3.850647211,38.09393311,11.49463558
India,Margao,2012,4.62496376,35.5197525,22.35318756
India,Margao,2013,5.235517025,52.62470245,34.32426453
India,Margao,2014,0.498307228,4.685195923,5.09999752
India,Margao,2016,8.13167572,82.99290466,6.479465961
India,Margao,2017,7.994605064,80.20540619,8.863384247
India,Margao,2018,4.148553848,30.9179287,1.649069428
India,Margao,2019,3.037669897,30.84622002,7.519190788
India,Margherita,2011,2.803299189,29.16486359,13.61929131
India,Margherita,2012,5.665164948,62.60081863,28.85268974
India,Margherita,2013,8.545480728,87.93692017,2.069181442
India,Margherita,2014,0,0,0
India,Margherita,2016,4.487343788,23.23550606,0.687051535
India,Margherita,2017,6.508234501,61.5958519,1.189633369
India,Margherita,2018,8.799120903,89.45587921,0
India,Margherita,2019,9.04799366,83.97373199,2.490458965
India,Marhi,2017,0,0,0
India,Marhi,2018,0,0,0
India,Marhi,2019,9.229152679,85.85536957,0.451319456
India,Marmagao,2010,3.26838398,33.21563721,11.36842823
India,Marmagao,2011,2.323035479,23.61706161,0
India,Marmagao,2012,8.088962555,82.23613739,0
India,Marmagao,2013,0,0,0
India,Marmagao,2014,7.698387146,78.31490326,2.404620647
India,Mathura,2011,6.860104084,69.74299622,0
India,Mathura,2012,0,0,0
India,Mathura,2016,7.434225559,76.00753784,0.835404217
India,Mathura,2017,0,0,0
India,Mathura,2018,0,0,0
India,Mathura,2019,0,0,0
India,Medinipur,2017,8.89812088,90.46237946,0
India,Medinipur,2018,10.84621716,58.53575134,21.7192688
India,Medinipur,2019,0,0,0
India,Meerut,2010,8.326490402,84.65090942,0
India,Meerut,2012,4.455972672,44.63554001,48.22877502
India,Meerut,2013,2.53241539,22.67057991,68.39835358
India,Meerut,2014,0,0,0
India,Meerut,2016,3.463867664,34.28874207,51.47103882
India,Meerut,2017,6.446020126,72.1276474,15.84210587
India,Meerut,2018,0,0,0
India,Meerut,2019,2.62187624,24.06121063,69.12404633
India,Mettur,2013,3.358006477,34.06784058,44.6756897
India,Mettur,2014,6.705700874,70.8928299,22.00626755
India,Mettur,2016,14.16008663,82.34073639,3.127024412
India,Mettur,2017,3.589458704,34.26538849,59.36559296
India,Mettur,2018,1.498876572,8.917211533,47.04390717
India,Mettur,2019,10.88326454,87.92783356,0.295037955
India,Moradabad,2012,4.897810459,26.09544945,1.002340198
India,Moradabad,2013,8.930109978,90.78759003,1.86E-09
India,Moradabad,2014,3.608960629,26.96998405,67.90648651
India,Moradabad,2016,6.190505028,58.94066238,22.03648949
India,Moradabad,2017,3.279944181,22.65139198,68.80519867
India,Moradabad,2018,5.818479061,60.50642776,32.07043076
India,Moradabad,2019,8.055757523,85.19398499,6.435257912
India,Mormugao,2017,9.39741993,84.7673111,2.982523203
India,Mormugao,2018,0.495180309,3.584125757,93.65640259
India,Mormugao,2019,1.833545923,12.75829887,84.01225281
India,Mrar Kalan (Muktsar),2019,6.604156971,72.82230377,13.13515854
India,Mrar Kalan (Muktsar),2019,2.450294971,25.86259842,70.7834549
India,Mrar Kalan (Muktsar)*,2018,1.164654374,7.181395054,89.6445694
India,Mukandpur (Nawashahar),2019,2.877030611,21.0916748,74.0032196
India,Mukandpur (Nawashahar),2019,0,0,0
India,Mukandpur (Nawashahar)*,2018,2.405601501,14.61417675,78.84578705
India,Mumbai,2010,8.273293495,85.87747955,5.230669022
India,Mumbai,2011,4.090424061,37.79225159,55.17173386
India,Mumbai,2012,2.839704037,37.79343033,48.36462784
India,Mumbai,2013,14.45300007,84.79529572,0.536804318
India,Mumbai,2014,8.622136116,42.66064453,29.58625603
India,Mumbai,2016,9.950574875,88.30562592,0.727801383
India,Mumbai,2017,0,0,0
India,Mumbai,2018,0.468654811,4.872879028,0.621762872
India,Mumbai,2019,4.121733189,41.45741653,52.48414612
India,Muradabad,2010,0.289287329,2.482637882,95.39419556
India,Muradabad,2011,7.868024826,71.1783905,15.45405579
India,Mureedke (Batala),2019,2.519097567,14.8556881,0.608814418
India,Mureedke (Batala),2019,0,0,0
India,Mureedke (Batala)*,2018,0.270463467,2.465546608,1.984874725
India,Mureedke (Batala)*,2018,0,0,0
India,Muzaffarnagar,2019,8.824426651,89.71317291,1.86E-09
India,Muzaffarpur,2017,0,0,0
India,Muzaffarpur,2018,6.410304546,44.33203125,46.40796661
India,Muzaffarpur,2019,8.934400558,90.83119965,9.31E-10
India,Mysore,2010,4.481380463,49.25302887,44.52398682
India,Mysore,2011,5.712678432,57.81386185,34.10480499
India,Mysore,2012,0.121434808,2.321903944,39.46019363
India,Mysore,2013,2.5590415,17.28437614,68.43968964
India,Mysore,2014,8.932024956,90.8070755,0
India,Mysore,2016,0,0,0
India,Mysore,2017,8.865811348,90.13388824,0
India,Mysore,2018,0.438109875,2.853244781,3.006767988
India,Mysore,2019,0,0,0
India,Nagaon,2010,8.560172081,87.99836731,2.839697123
India,Nagaon,2011,0,0,0
India,Nagaon,2012,7.359107971,64.4630661,18.11220551
India,Nagaon,2013,16.79267883,75.40154266,7.567370892
India,Nagaon,2014,7.870038509,82.94461823,8.833694458
India,Nagaon,2016,0,0,0
India,Nagaon,2017,0,0,0
India,Nagaon,2018,8.515189171,88.21063232,3.205084085
India,Nagaon,2019,1.188818336,8.629871368,88.39513397
India,Nagda,2010,2.727370501,21.7399025,73.69281769
India,Nagda,2011,1.093999863,10.92363548,41.30543518
India,Nagda,2012,2.654947758,16.79163361,72.17948914
India,Nagda,2013,0,0,0
India,Nagda,2014,2.536350727,14.55035114,81.26331329
India,Nagda,2016,3.060219288,26.95259857,66.69094086
India,Nagda,2017,0.712700725,6.600978851,85.55749512
India,Nagda,2018,1.448605299,11.17456913,82.07466888
India,Nagda,2019,2.04479599,21.95612717,11.20461941
India,Nagpur,2010,8.882050514,90.29904938,0
India,Nagpur,2011,10.58958149,89.27584839,0
India,Nagpur,2012,1.298031807,17.03686714,19.36526299
India,Nagpur,2013,18.15126419,41.15415955,39.1726799
India,Nagpur,2014,9.818365097,86.63597107,2.556648731
India,Nagpur,2016,9.097089767,18.85022354,56.03566742
India,Nagpur,2017,14.46403122,29.4946022,55.04122543
India,Nagpur,2018,3.288362503,19.85898781,62.35645294
India,Nagpur,2019,0.549529493,5.14086628,92.79138184
India,Naharlagun,2014,8.925298691,90.73870087,0
India,Naharlagun,2017,1.060444832,6.630485058,91.21289063
India,Naharlagun,2018,8.916172981,90.64592743,0
India,Naharlagun,2019,0.547584116,5.117273808,93.5815506
India,Nalagarh,2010,8.274492264,63.26118851,16.64880562
India,Nalagarh,2011,15.99561501,1.653520584,81.37142944
India,Nalagarh,2012,11.5512104,71.94148254,13.73332405
India,Nalagarh,2013,0,0,0
India,Nalagarh,2014,2.247820377,2.951503515,87.57753754
India,Nalagarh,2016,8.025375366,80.73348999,5.981508732
India,Nalagarh,2017,0.566674173,3.720041037,67.25327301
India,Nalagarh,2018,0.292757094,2.512379646,96.53700256
India,Nalagarh,2019,11.7660141,40.69724274,38.08713531
India,Nalbari,2010,1.878990769,2.59479785,95.14254761
India,Nalbari,2011,1.579517603,10.66815472,86.65892029
India,Nalbari,2012,0.290332735,2.491582632,95.73789215
India,Nalbari,2013,1.891438365,11.07884884,84.47833252
India,Nalbari,2014,10.98453045,27.58804893,56.03341675
India,Nalbari,2016,3.805459023,41.39973831,26.05521011
India,Nalbari,2017,5.148477554,47.02263641,47.35125351
India,Nalbari,2018,34.17617798,42.39460373,13.53850937
India,Nalbari,2019,9.695632935,26.58125114,60.47566605
India,Nalgonda,2010,7.832912445,79.63298798,0
India,Nalgonda,2011,2.205413103,17.48496056,77.14894104
India,Nalgonda,2012,3.580247402,27.63914871,66.71294403
India,Nalgonda,2013,9.711967468,29.60963631,50.67240524
India,Nalgonda,2014,8.926520348,11.98693752,78.74168396
India,Nalgonda,2016,23.60251617,73.57878876,2.800373316
India,Nalgonda,2017,13.67584896,83.13452148,3.164504766
India,Nalgonda,2018,2.528243303,10.3394804,85.90276337
India,Nalgonda,2019,21.68911743,70.46430206,7.779423714
India,Namchi,2016,7.037153244,35.17521667,47.76416016
India,Namchi,2017,1.054472446,9.18744278,83.33649445
India,Namchi,2018,0.817652345,2.443892717,96.36225128
India,Namchi,2019,1.156664133,10.81037903,80.25334167
India,Nanded,2011,13.66903496,49.68032837,36.52513885
India,Nanded,2012,8.41210556,10.7771368,80.63285828
India,Nanded,2013,1.949174047,14.87671852,82.65075684
India,Nanded,2014,3.577749014,35.92035294,47.6109848
India,Nanded,2016,3.40674758,24.61268616,70.01298523
India,Nanded,2017,12.21294498,7.413432598,73.70684814
India,Nashik,2010,0.553639889,5.17637682,94.09986877
India,Nashik,2011,0.290785521,2.495467424,95.88716125
India,Nashik,2012,3.332227468,15.65816498,80.150177
India,Nashik,2013,13.0056572,9.968455315,76.7851181
India,Nashik,2014,0.292908221,2.513728142,96.58882141
India,Nashik,2016,2.300865173,20.42254066,76.73153687
India,Nashik,2017,8.24475956,19.29961967,19.97244453
India,Nashik,2018,11.41981506,13.35296726,74.85001373
India,Nashik,2019,8.489418983,86.99921417,4.003507137
India,Naudhrani (Malerkotla),2019,0.3772012,3.37858057,94.94185638
India,Naudhrani (Malerkotla),2019,6.208650589,11.27441025,81.14518738
India,Naudhrani (Malerkotla)*,2018,3.024099827,25.35101509,26.329813
India,Navi Mumbai,2010,10.88940048,52.26599121,31.61890411
India,Navi Mumbai,2012,15.17778683,13.11517525,69.8637085
India,Navi Mumbai,2013,0.293242991,2.516539097,96.69682312
India,Navi Mumbai,2014,0.293241322,2.516553879,96.69740295
India,Navi Mumbai,2016,0.290547371,2.493437767,95.80917358
India,Navi Mumbai,2017,0.292372912,2.509105921,96.41120911
India,Navi Mumbai,2018,5.930576324,16.11340904,77.80872345
India,Navi Mumbai,2019,2.409286976,14.69757748,81.36525726
India,Naya Nangal,2010,49.12566376,22.40636444,26.57075691
India,Naya Nangal,2011,5.408228874,22.52412415,58.73564911
India,Naya Nangal,2012,0.638932824,6.049457073,92.86702728
India,Naya Nangal,2013,11.57976723,29.7811451,49.46096039
India,Naya Nangal,2014,0.291813731,2.504321337,96.22737122
India,Naya Nangal,2016,12.79913521,14.08313274,69.28104401
India,Naya Nangal,2017,0.462045968,4.249004364,93.29906464
India,Naya Nangal,2018,7.895765781,16.47607613,71.3449707
India,Naya Nangal,2019,7.98786068,20.83876038,70.87984467
India,Nellore,2010,1.436048508,9.478504181,87.3500824
India,Nellore,2011,10.71113014,32.43964767,43.82990265
India,Nellore,2012,1.589734674,15.76856804,81.86846924
India,Nellore,2013,1.114881516,7.608985901,82.47904968
India,Nellore,2014,0.291211903,2.499145746,96.02849579
India,Nellore,2016,20.80644798,6.690406799,71.57032776
India,Nellore,2017,5.603497028,52.24004745,41.70397568
India,Nellore,2018,3.273713589,26.32657433,67.85301208
India,Nellore,2019,0.899482846,8.71217823,89.98207092
India,Nizamabad,2013,5.801097393,64.71177673,28.07956505
India,Nizamabad,2014,4.971325874,47.17229843,46.66639709
India,Nizamabad,2016,8.922981262,90.71511841,0
India,Nizamabad,2017,7.887143612,81.56861877,9.736867905
India,Nizamabad,2018,8.024947166,82.85834503,8.737389565
India,Nizamabad,2019,1.866253495,20.63928795,30.02641678
India,Noida,2012,4.699552059,51.52181244,42.81917572
India,Noida,2013,6.551018715,72.50926208,17.66717148
India,Noida,2014,4.028803825,44.28020859,50.81903076
India,Noida,2016,8.912520409,90.60877991,0
India,Noida,2017,8.738716125,89.30380249,0.902118087
India,Noida,2018,8.906457901,90.54714203,0
India,Noida,2019,18.54677582,39.65070343,33.81932831
India,Nongstoin,2013,3.909715176,9.130854607,31.19797897
India,Nongstoin,2014,8.656645775,88.00745392,0
India,Nongstoin,2016,8.870295525,90.17950439,0
India,Nongstoin,2017,8.564115524,47.99437714,34.05744934
India,Nongstoin,2018,8.892603874,90.40629578,2.98E-08
India,Nongstoin,2019,8.828061104,89.74547577,0.961432993
India,North Lakhimpur,2018,8.553772926,88.14424133,2.309483528
India,North Lakhimpur,2018,8.909598351,90.57910156,0
India,North Lakhimpur,2019,6.807727814,72.22383118,20.04911804
India,North Lakhimpur,2019,26.30699539,54.38208389,16.65149307
India,Ongole,2018,0,0,0
India,Ongole,2019,7.853256226,82.77108002,8.611971855
India,Palakkad,2010,5.715879917,56.05651855,26.94200134
India,Palakkad,2011,2.968872547,11.15459728,67.76124573
India,Palakkad,2012,11.38255787,15.32969761,61.69790649
India,Palakkad,2013,8.915558815,90.63964081,4.66E-10
India,Palakkad,2014,4.143064499,28.37742805,3.648953676
India,Palakkad,2016,8.878725052,90.26517487,0
India,Palakkad,2017,8.911772728,90.60122681,9.31E-10
India,Palakkad,2018,10.3397522,79.78058624,8.965130806
India,Palakkad,2019,8.879220963,90.27027893,0
India,Panaji,2010,8.922872543,90.7140274,0
India,Panaji,2011,9.084137917,78.03868103,12.08825016
India,Panaji,2012,8.594340324,88.3239975,1.855144143
India,Panaji,2013,8.837885857,89.85001373,0
India,Panaji,2014,8.273900032,78.44123077,12.82554817
India,Panaji,2016,7.791587353,82.11611938,8.806793213
India,Panaji,2017,4.224392891,34.73578644,59.14355087
India,Panaji,2018,4.991260529,50.74345016,0
India,Panaji,2019,8.902898788,90.51100159,0
India,Paonta Sahib,2010,10.59724236,88.59507751,0.220764607
India,Paonta Sahib,2011,5.105084419,52.38653946,12.72788429
India,Paonta Sahib,2012,8.739562035,89.49842834,1.265463233
India,Paonta Sahib,2013,8.447537422,86.51971436,4.336579323
India,Paonta Sahib,2014,7.26235199,51.23978806,40.46739197
India,Paonta Sahib,2016,8.580375671,88.31149292,2.107936621
India,Paonta Sahib,2017,8.546952248,87.54093933,3.181903124
India,Paonta Sahib,2018,7.878318787,83.67311096,7.876562595
India,Paonta Sahib,2019,14.43515968,72.41704559,10.00590801
India,Paradeep,2013,8.915895462,90.64310455,0
India,Paradeep,2014,3.017347336,23.3476429,66.85530853
India,Paradeep,2016,8.866684914,90.14281464,0
India,Paradeep,2017,8.940765381,90.89593506,0
India,Paradeep,2018,8.617251396,88.25688171,2.165235519
India,Paradeep,2019,8.607111931,87.48225403,3.071941137
India,Parwanoo,2010,5.807736874,53.34322357,39.8262825
India,Parwanoo,2011,8.875325203,90.23067474,7.45E-09
India,Parwanoo,2012,0.528658748,8.055220604,59.31750107
India,Parwanoo,2013,8.295495033,86.6257019,4.47160387
India,Parwanoo,2014,5.354027748,65.63066864,25.2685585
India,Parwanoo,2016,7.419279099,80.31943512,11.36711597
India,Parwanoo,2017,9.970293999,89.0553894,0.106316701
India,Parwanoo,2018,8.905080795,90.5331192,0
India,Parwanoo,2019,8.119112015,26.91545868,20.92351913
India,Patencheru,2010,3.759928703,25.9877739,51.18464661
India,Patencheru,2011,2.37716198,13.55538273,71.92985535
India,Patencheru,2012,8.189722061,83.42605591,7.609974384
India,Patencheru,2013,7.277606964,72.97389984,18.8096447
India,Patencheru,2014,5.070354939,19.82988739,35.92250824
India,Patencheru,2016,6.662536144,64.09833527,28.33264542
India,Patencheru,2017,9.879203796,82.14592743,7.002030373
India,Patencheru,2018,7.803929806,82.72400665,8.406751633
India,Patencheru,2019,1.890649199,10.39440536,54.35237503
India,Pathanamthitt A,2018,8.911328316,90.59667206,0
India,Pathanamthitta,2010,8.833555222,89.73120117,0.522631824
India,Pathanamthitta,2011,8.480647087,87.19974518,2.802660942
India,Pathanamthitta,2012,5.614562035,47.78789139,33.90726089
India,Pathanamthitta,2013,8.04250145,81.31111908,3.162439585
India,Pathanamthitta,2014,5.337227821,22.11090851,64.29065704
India,Pathanamthitta,2016,1.603432059,10.54161072,87.36128235
India,Pathanamthitta,2017,1.096823931,5.023199558,87.60057831
India,Pathanamthitta,2018,2.643911362,19.48329926,76.56394196
India,Pathanamthitta,2019,6.54228878,8.006928444,78.38201141
India,Pathankot/,2010,8.94180584,90.90649414,0
India,Pathankot/ Dera Baba,2014,5.48660326,11.36915684,77.71356964
India,Pathankot/Dera Baba,2011,1.076892376,10.02894115,87.71934509
India,Pathankot/Dera Baba,2012,8.929950714,90.78594971,0
India,Pathankot/Dera Baba,2013,5.121768951,53.04347992,38.05487442
India,Pathankot/Dera Baba,2016,4.088607788,37.14485168,54.88114548
India,Pathankot/Dera Baba,2017,2.287981749,5.538275242,91.00252533
India,Patiala,2010,1.53324306,15.56811523,4.062850952
India,Patiala,2011,1.591714621,9.902947426,87.55323792
India,Patiala,2012,6.948666573,72.50985718,18.70594406
India,Patiala,2013,8.892503738,90.40529633,0
India,Patiala,2014,2.613303185,13.06040478,73.04320526
India,Patiala,2016,3.57502532,32.50591278,62.44076157
India,Patiala,2017,8.920647621,90.69145203,0
India,Patiala,2018,1.462575555,11.02260685,85.12055206
India,Patiala,2019,1.673023224,14.29810524,22.81944275
India,Patlara (Daman),2019,4.678890705,37.78197479,56.79366684
India,Patlara (Daman),2019,8.926448822,90.75035095,7.45E-09
India,Patlara (Daman)*,2018,1.862210989,28.99536514,68.46854401
India,Patlara (Daman)*,2018,2.012235641,10.93788624,84.41335297
India,Patna,2010,2.14751339,12.46539211,84.05191803
India,Patna,2011,6.994023323,69.07945251,22.92493248
India,Patna,2012,2.569571495,14.6007843,80.01134491
India,Patna,2016,8.587041855,86.72917938,3.986340284
India,Patna,2017,3.045163631,21.62454033,74.01331329
India,Patna,2018,7.547791004,79.08753967,12.87927914
India,Patna,2019,2.45940733,22.53096581,74.29055786
India,Peer Mohammad,2018,0.974692464,8.686374664,89.76076508
India,Peer Mohammad (Jalalabad),2019,8.940244675,90.89065552,0
India,Peer Mohammad (Jalalabad),2019,7.442761421,73.47658539,18.23009109
India,Peer Mohammad (Jalalabad)*,2018,1.218976736,12.03478146,43.65744019
India,Pelling,2016,8.876475334,90.24232483,0
India,Pelling,2017,8.257863998,84.24388885,6.73823452
India,Pelling,2018,2.318800449,17.76465416,79.76416016
India,Pelling,2019,6.128189087,15.69354725,65.56114197
India,Pimpri- Chinchwad,2017,1.129826427,9.932807922,88.33618164
India,Pimpri- Chinchwad,2018,0.665714979,4.513885021,94.03836823
India,Pimpri- Chinchwad,2019,3.211606264,32.38021469,56.2820015
India,Pimpri-Chinchwad,2014,6.80624342,65.81169128,26.5633316
India,Pimpri-Chinchwad,2016,5.032849789,30.89892578,63.28062439
India,Pimpri-Chinchwad,2018,3.350924492,25.75130844,69.80691528
India,Pimpri-Chinchwad,2019,1.117196798,9.936868668,55.09956741
India,Ponda,2012,8.535545349,87.52519226,3.502950907
India,Ponda,2013,1.959008694,11.8504858,83.45664978
India,Ponda,2014,4.599498272,33.19204712,60.09629822
India,Ponda,2016,6.930046082,67.93282318,21.12915421
India,Ponda,2017,3.600507736,27.8010025,68.04420471
India,Ponda,2018,2.441105366,17.80722618,78.71823883
India,Ponda,2019,2.452798367,14.04700565,76.07242584
India,Poohli (Bhatinda),2019,2.80518961,28.53170967,68.42292786
India,Poohli (Bhatinda),2019,2.664691448,19.75719452,76.43911743
India,Poohli (Bhatinda)*,2018,4.128144741,38.44256592,56.87067795
India,Poohli (Bhatinda)*,2018,5.060487747,17.82184029,74.78398132
India,Prakasam,2013,3.634374142,28.73686981,67.12164307
India,Prakasam,2014,2.495263338,20.09371376,76.95611572
India,Prakasam,2016,7.319959164,73.95191193,17.76175499
India,Prakasam,2017,8.930740356,90.79405975,0
India,Prithampur,2016,2.782856464,25.71855927,64.94724274
India,Prithampur,2017,3.945763111,13.86095428,80.74543762
India,Prithampur,2018,0.924518526,7.130801678,87.73643494
India,Prithampur,2019,7.620117188,78.08439636,13.28310013
India,Puducherry,2010,0.376589745,3.315880537,27.8687706
India,Puducherry,2011,8.661709785,89.03313446,1.902455091
India,Puducherry,2012,3.885572195,30.15931129,65.27178192
India,Puducherry,2013,7.589086533,76.21392822,15.3818512
India,Puducherry,2014,8.136435509,83.36839294,1.26860106
India,Puducherry,2016,0.669870853,5.662496567,35.2078743
India,Puducherry,2017,8.84543705,7.522306919,82.08080292
India,Puducherry,2018,4.184165478,39.16963959,55.78692245
India,Puducherry,2019,8.665346146,89.08203125,1.925622225
India,Pulwama,2018,0.293733954,2.520773411,96.85953522
India,Pulwama,2019,7.402967453,72.4883194,19.37651443
India,Pune,2010,8.479459763,86.8381958,4.376844883
India,Pune,2012,1.751932859,12.15970707,54.95300293
India,Pune,2013,4.176104546,35.18055344,59.60359955
India,Pune,2014,2.606491566,14.92720318,80.83919525
India,Pune,2016,7.622447491,80.97200775,10.91696358
India,Pune,2017,6.14643383,7.640819073,84.20613098
India,Pune,2018,3.236673594,22.46794128,72.91656494
India,Pune,2019,3.804697037,20.67393875,74.72489166
India,Puri,2013,11.36837482,84.37116241,1.091590166
India,Puri,2014,4.467821598,48.09423447,45.77051163
India,Puri,2016,6.375755787,53.25786591,39.76906204
India,Puri,2017,3.056985617,28.18648338,68.05163574
India,Puri,2018,1.120627284,8.891298294,83.16725159
India,Puri,2019,8.886827469,90.34757233,0
India,Purulia,2017,4.913009644,23.12428856,43.86062241
India,Purulia,2018,5.896510124,60.71263123,29.7029705
India,Purulia,2019,7.496193409,78.44657135,13.76035786
India,Qila Bharian (Sangrur),2019,8.83898735,90.18543243,0.633137226
India,Qila Bharian (Sangrur),2019,0.378673494,2.311986685,0.697367668
India,Qila Bharian (Sangrur)*,2018,6.808941841,66.44291687,25.25071716
India,R.c.puram,2014,2.965205431,11.52311516,84.76855469
India,Raebareli,2011,3.200488567,25.57347488,70.9945755
India,Raebareli,2012,2.873341322,5.782994747,41.86036301
India,Raebareli,2013,8.221863747,86.19553375,5.093333721
India,Raebareli,2014,1.270696044,11.76554775,86.67902374
India,Raebareli,2016,4.412787437,15.65623283,73.80869293
India,Raebareli,2017,2.619428396,26.63027573,0
India,Raebareli,2018,2.246386051,22.81822395,3.076766968
India,Raebareli,2019,2.038951159,13.54966164,82.33970642
India,Raichur,2013,7.590975761,77.17332458,0
India,Raichur,2014,7.409188271,72.52552032,19.55872345
India,Raichur,2016,5.713516712,19.07151985,66.22885132
India,Raichur,2017,6.33632803,18.72604179,71.24362183
India,Raichur,2018,6.475570679,67.25093079,25.18988609
India,Raichur,2019,4.573652744,38.46505356,56.11725235
India,Raigarh,2017,8.925642967,90.74215698,0
India,Raigarh,2018,1.993123412,19.20503235,78.63079834
India,Raigarh,2019,3.629620075,27.11582565,68.35460663
India,Raigun,2017,9.676525116,7.048162937,71.5903244
India,Raigunj,2018,70.82609558,8.726917267,16.6571064
India,Raigunj,2019,63.6687088,0,22.92683411
India,Raipur,2010,65.02468872,10.92389584,3.985257387
India,Raipur,2011,77.57587433,4.140368938,9.402007103
India,Raipur,2012,17.25217438,10.80400372,51.52046204
India,Raipur,2013,94.98976898,0,0
India,Raipur,2014,58.5758667,17.68502998,14.07644939
India,Raipur,2016,87.76785278,0,0
India,Raipur,2017,90.77275848,0,0
India,Raipur,2018,88.70087433,0,5.96E-08
India,Raipur,2019,57.9601326,0,29.29593658
India,Rajahmundry,2013,92.46038818,0.151741028,0.121762931
India,Rajahmundry,2014,35.06497955,53.36021423,5.106421471
India,Rajahmundry,2016,21.53845024,66.90966034,11.53085041
India,Rajahmundry,2017,10.91233921,87.42149353,1.331367612
India,Rajahmundry/ Rajamahendra Varam,2018,19.67681503,73.13917542,7.184010506
India,Rajahmundry/ Rajamahendrav Aram,2019,85.22593689,0,2.067628622
India,Rajahmundry/ Rajamahendravaram,2018,80.8012085,2.168016672,9.95737648
India,Rajahmundry/ Rajamahendravaram,2018,82.03651428,2.351204634,15.0686264
India,Rajahmundry/ Rajamahendravaram,2019,32.18731308,41.23155975,5.390796661
India,Rajahmundry/ Rajamahendravaram,2019,78.62089539,0,0
India,Rajgangpur,2018,22.04280853,71.16653442,2.326443434
India,Rajgangpur,2019,32.03488159,64.48836517,0.945754707
India,Rajgir,2017,14.15173435,60.59582901,10.47128677
India,Rajgir,2018,21.97136688,70.86117554,5.357189655
India,Rajgir,2019,77.83324432,1.011606812,9.905749321
India,Rajkot,2010,78.30860901,0,0
India,Rajkot,2011,24.91224861,67.98943329,7.038317204
India,Rajkot,2012,14.63438892,84.51974487,0.845865965
India,Rajkot,2013,56.58864975,26.01614571,7.759229183
India,Rajkot,2014,8.95539093,91.04460907,0
India,Rajkot,2016,38.81040192,50.33582306,7.686275005
India,Rajkot,2017,64.55014038,20.68735886,9.301638603
India,Rajkot,2018,16.76930809,77.99488831,5.235804081
India,Rajkot,2019,64.1802063,0,21.92865562
India,Rakhra (Patiala),2019,68.52116394,0.082844384,19.24174881
India,Rakhra (Patiala)*,2018,52.80877686,0,24.66266632
India,Rakhra (Patiala)*,2018,88.73999786,0.657544434,0.744695783
India,Ramagundam,2010,37.2506485,56.29591751,6.453433037
India,Ramagundam,2011,84.92575836,0,0
India,Ramagundam,2012,75.83840942,0,11.15397835
India,Ramagundam,2013,24.02331734,69.64865875,5.113663673
India,Ramagundam,2014,84.41920471,8.851559639,1.182917595
India,Ramagundam,2016,63.44997025,0.108846352,26.367239
India,Ramagundam,2017,11.95468235,86.34063721,1.704680443
India,Ramagundam,2018,58.61871719,0.085011505,31.14442825
India,Ramagundam,2019,23.37858963,67.42076874,4.20405674
India,Rampurhat,2017,72.48406219,15.4495554,10.63965607
India,Rampurhat,2018,41.66915512,33.70350647,15.11322212
India,Rampurhat,2019,46.72090912,46.73623276,6.00936079
India,Ranaghat,2017,64.62670135,0,18.97394753
India,Ranaghat,2018,91.17111206,0,0
India,Ranaghat,2019,48.07943344,0,35.18319321
